date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,longitude,latitude,mktid,cmid,ptid,umid,catid,sn,event
15/01/2010,Maize - Retail,KG,cereals and tubers,45.85,MWK,Malawi,Southern Region,1890,Liwonde,,,782,51,15,5,1,782_51_15_5,
15/01/2010,Rice (imported) - Retail,KG,cereals and tubers,18500,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,64,15,5,1,2128_64_15_5,
15/01/2010,Maize (white) - Retail,KG,cereals and tubers,8417,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,67,15,5,1,2128_67_15_5,
15/01/2010,Sorghum (red) - Retail,KG,cereals and tubers,7750,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,282,15,5,1,2128_282_15_5,
15/01/2010,Maize - Retail,KG,cereals and tubers,49.79,MWK,Malawi,Southern Region,1890,Nsanje,35.2219296,-16.9196735,2193,51,15,5,1,2193_51_15_5,
15/02/2010,Maize - Retail,KG,cereals and tubers,48.67,MWK,Malawi,Southern Region,1890,Liwonde,,,782,51,15,5,1,782_51_15_5,
15/02/2010,Rice (imported) - Retail,KG,cereals and tubers,16667,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,64,15,5,1,2128_64_15_5,
15/02/2010,Maize (white) - Retail,KG,cereals and tubers,8000,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,67,15,5,1,2128_67_15_5,
15/02/2010,Sorghum (red) - Retail,KG,cereals and tubers,8333,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,282,15,5,1,2128_282_15_5,
15/02/2010,Maize - Retail,KG,cereals and tubers,51.35,MWK,Malawi,Southern Region,1890,Nsanje,35.2219296,-16.9196735,2193,51,15,5,1,2193_51_15_5,
15/03/2010,Maize - Retail,KG,cereals and tubers,46.02,MWK,Malawi,Southern Region,1890,Liwonde,,,782,51,15,5,1,782_51_15_5,
15/03/2010,Rice (imported) - Retail,KG,cereals and tubers,17000,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,64,15,5,1,2128_64_15_5,
15/03/2010,Maize (white) - Retail,KG,cereals and tubers,8333,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,67,15,5,1,2128_67_15_5,
15/03/2010,Sorghum (red) - Retail,KG,cereals and tubers,7111,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,282,15,5,1,2128_282_15_5,
15/03/2010,Maize - Retail,KG,cereals and tubers,44.78,MWK,Malawi,Southern Region,1890,Nsanje,35.2219296,-16.9196735,2193,51,15,5,1,2193_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,38.7867,MWK,Malawi,Southern Region,1890,Balaka,34.864021,-14.9216,763,51,15,5,1,763_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,37.78,MWK,Malawi,Southern Region,1890,Bangula,35.12004,-16.57306,764,51,15,5,1,764_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,46.11,MWK,Malawi,Southern Region,1890,Bvumbwe,35.072479,-15.92559,767,51,15,5,1,767_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,32.78,MWK,Malawi,Southern Region,1890,Chikwawa,35.284061,-16.759319,769,51,15,5,1,769_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,41.0367,MWK,Malawi,Southern Region,1890,Chiradzulu,35.18095,-15.70577,773,51,15,5,1,773_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,41.36,MWK,Malawi,Southern Region,1890,Jali,35.469002,-15.49255,778,51,15,5,1,778_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,40,MWK,Malawi,Southern Region,1890,Limbe,35.0574,-15.8084,781,51,15,5,1,781_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,42.4567,MWK,Malawi,Southern Region,1890,Liwonde,,,782,51,15,5,1,782_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,34.38,MWK,Malawi,Southern Region,1890,Luchenza,35.3082,-16.0101,783,51,15,5,1,783_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,39.6675,MWK,Malawi,Southern Region,1890,Lunzu,35.0195,-15.6527,784,51,15,5,1,784_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,50.045,MWK,Malawi,Southern Region,1890,Mangochi,35.2533,-14.4862,787,51,15,5,1,787_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,44,MWK,Malawi,Southern Region,1890,Mayaka,35.3333,-15.3833,788,51,15,5,1,788_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,39.975,MWK,Malawi,Southern Region,1890,Monkey Bay,34.91652,-14.08239,793,51,15,5,1,793_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,34.075,MWK,Malawi,Southern Region,1890,Muloza,35.7338,-16.0779,797,51,15,5,1,797_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,47.6125,MWK,Malawi,Southern Region,1890,Mwanza,34.5141,-15.5998,799,51,15,5,1,799_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,37.185,MWK,Malawi,Southern Region,1890,Namwera,35.4837,-14.3472,802,51,15,5,1,802_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,29.55,MWK,Malawi,Southern Region,1890,Nchalo,34.8707,-16.2716,804,51,15,5,1,804_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,34.37,MWK,Malawi,Southern Region,1890,Neno,34.575,-15.6851,805,51,15,5,1,805_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,41.685,MWK,Malawi,Southern Region,1890,Ngabu,34.8693,-16.4405,806,51,15,5,1,806_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,38.92,MWK,Malawi,Southern Region,1890,Sorgin,35.2533,-16.9206,811,51,15,5,1,811_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,34.475,MWK,Malawi,Southern Region,1890,Ntaja,35.5302,-14.8741,813,51,15,5,1,813_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,38.49,MWK,Malawi,Southern Region,1890,Phalombe,35.6588,-15.7633,817,51,15,5,1,817_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,35.6,MWK,Malawi,Southern Region,1890,Thondwe,35.4458,-15.5,823,51,15,5,1,823_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,45.55,MWK,Malawi,Southern Region,1890,Zomba,35.3357,-15.3766,824,51,15,5,1,824_51_15_5,
15/04/2010,Rice (imported) - Retail,KG,cereals and tubers,17750,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,64,15,5,1,2128_64_15_5,
15/04/2010,Maize (white) - Retail,KG,cereals and tubers,8083,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,67,15,5,1,2128_67_15_5,
15/04/2010,Sorghum (red) - Retail,KG,cereals and tubers,7500,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,282,15,5,1,2128_282_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,38.92,MWK,Malawi,Southern Region,1890,Nsanje,35.2219296,-16.9196735,2193,51,15,5,1,2193_51_15_5,
15/05/2010,Maize - Retail,KG,cereals and tubers,31.37,MWK,Malawi,Southern Region,1890,Liwonde,,,782,51,15,5,1,782_51_15_5,
15/05/2010,Rice (imported) - Retail,KG,cereals and tubers,19250,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,64,15,5,1,2128_64_15_5,
15/05/2010,Maize (white) - Retail,KG,cereals and tubers,9750,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,67,15,5,1,2128_67_15_5,
15/05/2010,Sorghum (red) - Retail,KG,cereals and tubers,8000,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,282,15,5,1,2128_282_15_5,
15/05/2010,Maize - Retail,KG,cereals and tubers,38.35,MWK,Malawi,Southern Region,1890,Nsanje,35.2219296,-16.9196735,2193,51,15,5,1,2193_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,30.192,MWK,Malawi,Southern Region,1890,Balaka,34.864021,-14.9216,763,51,15,5,1,763_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,35.0533,MWK,Malawi,Southern Region,1890,Bvumbwe,35.072479,-15.92559,767,51,15,5,1,767_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,30,MWK,Malawi,Southern Region,1890,Chiradzulu,35.18095,-15.70577,773,51,15,5,1,773_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,26.0333,MWK,Malawi,Southern Region,1890,Jali,35.469002,-15.49255,778,51,15,5,1,778_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,32.15,MWK,Malawi,Southern Region,1890,Liwonde,,,782,51,15,5,1,782_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,35.22,MWK,Malawi,Southern Region,1890,Luchenza,35.3082,-16.0101,783,51,15,5,1,783_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,30.65,MWK,Malawi,Southern Region,1890,Lunzu,35.0195,-15.6527,784,51,15,5,1,784_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,49.74,MWK,Malawi,Southern Region,1890,Mangochi,35.2533,-14.4862,787,51,15,5,1,787_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,30.8467,MWK,Malawi,Southern Region,1890,Mayaka,35.3333,-15.3833,788,51,15,5,1,788_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,23.89,MWK,Malawi,Southern Region,1890,Monkey Bay,34.91652,-14.08239,793,51,15,5,1,793_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,29.426,MWK,Malawi,Southern Region,1890,Muloza,35.7338,-16.0779,797,51,15,5,1,797_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,39.6,MWK,Malawi,Southern Region,1890,Mwanza,34.5141,-15.5998,799,51,15,5,1,799_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,30,MWK,Malawi,Southern Region,1890,Namwera,35.4837,-14.3472,802,51,15,5,1,802_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,35.29,MWK,Malawi,Southern Region,1890,Nchalo,34.8707,-16.2716,804,51,15,5,1,804_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,33.035,MWK,Malawi,Southern Region,1890,Neno,34.575,-15.6851,805,51,15,5,1,805_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,37.4233,MWK,Malawi,Southern Region,1890,Sorgin,35.2533,-16.9206,811,51,15,5,1,811_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,32.2375,MWK,Malawi,Southern Region,1890,Ntaja,35.5302,-14.8741,813,51,15,5,1,813_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,31.0825,MWK,Malawi,Southern Region,1890,Phalombe,35.6588,-15.7633,817,51,15,5,1,817_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,26,MWK,Malawi,Southern Region,1890,Thondwe,35.4458,-15.5,823,51,15,5,1,823_51_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,31.878,MWK,Malawi,Southern Region,1890,Zomba,35.3357,-15.3766,824,51,15,5,1,824_51_15_5,
15/06/2010,Rice (imported) - Retail,KG,cereals and tubers,20750,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,64,15,5,1,2128_64_15_5,
15/06/2010,Maize (white) - Retail,KG,cereals and tubers,9000,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,67,15,5,1,2128_67_15_5,
15/06/2010,Sorghum (red) - Retail,KG,cereals and tubers,7833,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,282,15,5,1,2128_282_15_5,
15/06/2010,Maize - Retail,KG,cereals and tubers,37.63,MWK,Malawi,Southern Region,1890,Nsanje,35.2219296,-16.9196735,2193,51,15,5,1,2193_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,30.192,MWK,Malawi,Southern Region,1890,Balaka,34.864021,-14.9216,763,51,15,5,1,763_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,35.0533,MWK,Malawi,Southern Region,1890,Bvumbwe,35.072479,-15.92559,767,51,15,5,1,767_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,30,MWK,Malawi,Southern Region,1890,Chiradzulu,35.18095,-15.70577,773,51,15,5,1,773_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,26.0333,MWK,Malawi,Southern Region,1890,Jali,35.469002,-15.49255,778,51,15,5,1,778_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,32.15,MWK,Malawi,Southern Region,1890,Liwonde,,,782,51,15,5,1,782_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,35.22,MWK,Malawi,Southern Region,1890,Luchenza,35.3082,-16.0101,783,51,15,5,1,783_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,30.65,MWK,Malawi,Southern Region,1890,Lunzu,35.0195,-15.6527,784,51,15,5,1,784_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,49.74,MWK,Malawi,Southern Region,1890,Mangochi,35.2533,-14.4862,787,51,15,5,1,787_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,30.8467,MWK,Malawi,Southern Region,1890,Mayaka,35.3333,-15.3833,788,51,15,5,1,788_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,23.89,MWK,Malawi,Southern Region,1890,Monkey Bay,34.91652,-14.08239,793,51,15,5,1,793_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,29.426,MWK,Malawi,Southern Region,1890,Muloza,35.7338,-16.0779,797,51,15,5,1,797_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,39.6,MWK,Malawi,Southern Region,1890,Mwanza,34.5141,-15.5998,799,51,15,5,1,799_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,30,MWK,Malawi,Southern Region,1890,Namwera,35.4837,-14.3472,802,51,15,5,1,802_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,35.29,MWK,Malawi,Southern Region,1890,Nchalo,34.8707,-16.2716,804,51,15,5,1,804_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,33.035,MWK,Malawi,Southern Region,1890,Neno,34.575,-15.6851,805,51,15,5,1,805_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,37.4233,MWK,Malawi,Southern Region,1890,Sorgin,35.2533,-16.9206,811,51,15,5,1,811_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,32.2375,MWK,Malawi,Southern Region,1890,Ntaja,35.5302,-14.8741,813,51,15,5,1,813_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,31.0825,MWK,Malawi,Southern Region,1890,Phalombe,35.6588,-15.7633,817,51,15,5,1,817_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,26,MWK,Malawi,Southern Region,1890,Thondwe,35.4458,-15.5,823,51,15,5,1,823_51_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,31.878,MWK,Malawi,Southern Region,1890,Zomba,35.3357,-15.3766,824,51,15,5,1,824_51_15_5,
15/07/2010,Rice (imported) - Retail,KG,cereals and tubers,22000,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,64,15,5,1,2128_64_15_5,
15/07/2010,Maize (white) - Retail,KG,cereals and tubers,7667,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,67,15,5,1,2128_67_15_5,
15/07/2010,Sorghum (red) - Retail,KG,cereals and tubers,7000,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,282,15,5,1,2128_282_15_5,
15/07/2010,Maize - Retail,KG,cereals and tubers,37.42,MWK,Malawi,Southern Region,1890,Nsanje,35.2219296,-16.9196735,2193,51,15,5,1,2193_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,33.56,MWK,Malawi,Southern Region,1890,Balaka,34.864021,-14.9216,763,51,15,5,1,763_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,35.05,MWK,Malawi,Southern Region,1890,Bvumbwe,35.072479,-15.92559,767,51,15,5,1,767_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,28.5,MWK,Malawi,Southern Region,1890,Chiradzulu,35.18095,-15.70577,773,51,15,5,1,773_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,26.9075,MWK,Malawi,Southern Region,1890,Jali,35.469002,-15.49255,778,51,15,5,1,778_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,40.1,MWK,Malawi,Southern Region,1890,Limbe,35.0574,-15.8084,781,51,15,5,1,781_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,34.815,MWK,Malawi,Southern Region,1890,Liwonde,,,782,51,15,5,1,782_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,38.8267,MWK,Malawi,Southern Region,1890,Luchenza,35.3082,-16.0101,783,51,15,5,1,783_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,31.4225,MWK,Malawi,Southern Region,1890,Lunzu,35.0195,-15.6527,784,51,15,5,1,784_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,37.83,MWK,Malawi,Southern Region,1890,Mangochi,35.2533,-14.4862,787,51,15,5,1,787_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,33.2625,MWK,Malawi,Southern Region,1890,Mayaka,35.3333,-15.3833,788,51,15,5,1,788_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,27.78,MWK,Malawi,Southern Region,1890,Monkey Bay,34.91652,-14.08239,793,51,15,5,1,793_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,40.41,MWK,Malawi,Southern Region,1890,Mwanza,34.5141,-15.5998,799,51,15,5,1,799_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,31.25,MWK,Malawi,Southern Region,1890,Namwera,35.4837,-14.3472,802,51,15,5,1,802_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,39.47,MWK,Malawi,Southern Region,1890,Neno,34.575,-15.6851,805,51,15,5,1,805_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,48.74,MWK,Malawi,Southern Region,1890,Ngabu,34.8693,-16.4405,806,51,15,5,1,806_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,37.43,MWK,Malawi,Southern Region,1890,Sorgin,35.2533,-16.9206,811,51,15,5,1,811_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,35.34,MWK,Malawi,Southern Region,1890,Ntaja,35.5302,-14.8741,813,51,15,5,1,813_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,30.7267,MWK,Malawi,Southern Region,1890,Phalombe,35.6588,-15.7633,817,51,15,5,1,817_51_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,31.6,MWK,Malawi,Southern Region,1890,Zomba,35.3357,-15.3766,824,51,15,5,1,824_51_15_5,
15/08/2010,Rice (imported) - Retail,KG,cereals and tubers,20000,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,64,15,5,1,2128_64_15_5,
15/08/2010,Maize (white) - Retail,KG,cereals and tubers,5417,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,67,15,5,1,2128_67_15_5,
15/08/2010,Sorghum (red) - Retail,KG,cereals and tubers,7000,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,282,15,5,1,2128_282_15_5,
15/08/2010,Maize - Retail,KG,cereals and tubers,37.43,MWK,Malawi,Southern Region,1890,Nsanje,35.2219296,-16.9196735,2193,51,15,5,1,2193_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,31.72,MWK,Malawi,Southern Region,1890,Bangula,35.12004,-16.57306,764,51,15,5,1,764_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,34.0475,MWK,Malawi,Southern Region,1890,Bvumbwe,35.072479,-15.92559,767,51,15,5,1,767_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,30.5875,MWK,Malawi,Southern Region,1890,Chikwawa,35.284061,-16.759319,769,51,15,5,1,769_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,27.0833,MWK,Malawi,Southern Region,1890,Chiradzulu,35.18095,-15.70577,773,51,15,5,1,773_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,29.905,MWK,Malawi,Southern Region,1890,Jali,35.469002,-15.49255,778,51,15,5,1,778_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,37.04,MWK,Malawi,Southern Region,1890,Limbe,35.0574,-15.8084,781,51,15,5,1,781_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,33.91,MWK,Malawi,Southern Region,1890,Liwonde,,,782,51,15,5,1,782_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,39.55,MWK,Malawi,Southern Region,1890,Luchenza,35.3082,-16.0101,783,51,15,5,1,783_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,31.8433,MWK,Malawi,Southern Region,1890,Lunzu,35.0195,-15.6527,784,51,15,5,1,784_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,33.5875,MWK,Malawi,Southern Region,1890,Mayaka,35.3333,-15.3833,788,51,15,5,1,788_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,35.7067,MWK,Malawi,Southern Region,1890,Muloza,35.7338,-16.0779,797,51,15,5,1,797_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,37.7025,MWK,Malawi,Southern Region,1890,Mwanza,34.5141,-15.5998,799,51,15,5,1,799_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,32.45,MWK,Malawi,Southern Region,1890,Nchalo,34.8707,-16.2716,804,51,15,5,1,804_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,37.5367,MWK,Malawi,Southern Region,1890,Neno,34.575,-15.6851,805,51,15,5,1,805_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,34.5733,MWK,Malawi,Southern Region,1890,Ngabu,34.8693,-16.4405,806,51,15,5,1,806_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,36.86,MWK,Malawi,Southern Region,1890,Sorgin,35.2533,-16.9206,811,51,15,5,1,811_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,32.96,MWK,Malawi,Southern Region,1890,Phalombe,35.6588,-15.7633,817,51,15,5,1,817_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,31.17,MWK,Malawi,Southern Region,1890,Thondwe,35.4458,-15.5,823,51,15,5,1,823_51_15_5,
15/09/2010,Rice (imported) - Retail,KG,cereals and tubers,20000,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,64,15,5,1,2128_64_15_5,
15/09/2010,Maize (white) - Retail,KG,cereals and tubers,4833,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,67,15,5,1,2128_67_15_5,
15/09/2010,Sorghum (red) - Retail,KG,cereals and tubers,7250,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,282,15,5,1,2128_282_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,36.86,MWK,Malawi,Southern Region,1890,Nsanje,35.2219296,-16.9196735,2193,51,15,5,1,2193_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,35.815,MWK,Malawi,Southern Region,1890,Balaka,34.864021,-14.9216,763,51,15,5,1,763_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,32.14,MWK,Malawi,Southern Region,1890,Bangula,35.12004,-16.57306,764,51,15,5,1,764_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,32.8,MWK,Malawi,Southern Region,1890,Bvumbwe,35.072479,-15.92559,767,51,15,5,1,767_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,30.2,MWK,Malawi,Southern Region,1890,Chikwawa,35.284061,-16.759319,769,51,15,5,1,769_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,33.33,MWK,Malawi,Southern Region,1890,Chiradzulu,35.18095,-15.70577,773,51,15,5,1,773_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,32.36,MWK,Malawi,Southern Region,1890,Jali,35.469002,-15.49255,778,51,15,5,1,778_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,32.22,MWK,Malawi,Southern Region,1890,Limbe,35.0574,-15.8084,781,51,15,5,1,781_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,34.765,MWK,Malawi,Southern Region,1890,Liwonde,,,782,51,15,5,1,782_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,36.745,MWK,Malawi,Southern Region,1890,Luchenza,35.3082,-16.0101,783,51,15,5,1,783_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,30.05,MWK,Malawi,Southern Region,1890,Lunzu,35.0195,-15.6527,784,51,15,5,1,784_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,31.39,MWK,Malawi,Southern Region,1890,Mangochi,35.2533,-14.4862,787,51,15,5,1,787_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,33,MWK,Malawi,Southern Region,1890,Mayaka,35.3333,-15.3833,788,51,15,5,1,788_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,23.015,MWK,Malawi,Southern Region,1890,Monkey Bay,34.91652,-14.08239,793,51,15,5,1,793_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,35.4967,MWK,Malawi,Southern Region,1890,Muloza,35.7338,-16.0779,797,51,15,5,1,797_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,34.34,MWK,Malawi,Southern Region,1890,Mwanza,34.5141,-15.5998,799,51,15,5,1,799_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,26.82,MWK,Malawi,Southern Region,1890,Namwera,35.4837,-14.3472,802,51,15,5,1,802_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,33.515,MWK,Malawi,Southern Region,1890,Nchalo,34.8707,-16.2716,804,51,15,5,1,804_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,38.19,MWK,Malawi,Southern Region,1890,Neno,34.575,-15.6851,805,51,15,5,1,805_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,32,MWK,Malawi,Southern Region,1890,Ngabu,34.8693,-16.4405,806,51,15,5,1,806_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,34.835,MWK,Malawi,Southern Region,1890,Sorgin,35.2533,-16.9206,811,51,15,5,1,811_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,27.78,MWK,Malawi,Southern Region,1890,Ntaja,35.5302,-14.8741,813,51,15,5,1,813_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,32.58,MWK,Malawi,Southern Region,1890,Phalombe,35.6588,-15.7633,817,51,15,5,1,817_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,34.6325,MWK,Malawi,Southern Region,1890,Zomba,35.3357,-15.3766,824,51,15,5,1,824_51_15_5,
15/10/2010,Rice (imported) - Retail,KG,cereals and tubers,20000,SOS,Malawi,Southern Region,1890,Marka,35.222854,-17.1195463,2128,64,15,5,1,2128_64_15_5,
